MSU	Gene description	LFC	FDR	RAP
LOC_Os11g30370	OsSPL19 - SBP-box gene family member, expressed	-0.619400164	0.001926857	Os11g0496600
LOC_Os11g30760	expressed protein	1.261252725	0.022857606	Os11g0502700
LOC_Os11g30770	expressed protein	5.310628199	0.013175273	NA
LOC_Os11g31060	IQ calmodulin-binding and BAG domain containing protein, putative, expressed	0.916551424	0.018009824	Os11g0506800
LOC_Os11g31090	transferase family protein, putative, expressed	-0.808988668	1.1289e-4	Os11g0507200
LOC_Os11g31100	gibberellin response modulator protein, putative, expressed	10.03436758	7.95e-37	Os11g0507300
LOC_Os11g31420	expressed protein	-1.655323113	0.00418445	Os11g0513000
LOC_Os11g31430	expressed protein	-1.622349757	0.018629287	Os11g0513500
LOC_Os11g31450	expressed protein	-1.166836125	0.040888384	Os11g0513700
LOC_Os11g31470	expressed protein	-2.310608036	1.52779e-4	Os11g0513900
LOC_Os11g31530	BRASSINOSTEROID INSENSITIVE 1-associated receptor kinase 1 precursor, putative, expressed	5.144659298	6.61e-23	Os11g0514400
LOC_Os11g31540	BRASSINOSTEROID INSENSITIVE 1-associated receptor kinase 1 precursor, putative, expressed	4.136745877	2.65e-108	Os11g0514500
LOC_Os11g31570	expressed protein	-1.089463207	7.86e-9	Os11g0514800
LOC_Os11g31590	armadillo, putative, expressed	-1.217498995	0.020416497	Os11g0515000
LOC_Os11g31620	OsFBL55 - F-box domain and LRR containing protein, expressed	0.637260086	0.002891899	Os11g0515500
LOC_Os11g31640	serine palmitoyltransferase 2, putative, expressed	1.274857837	5.46e-9	Os11g0516000
LOC_Os11g31700	expressed protein	-1.424163925	0.022802385	Os11g0517400
LOC_Os11g31810	expressed protein	3.949668189	1.87e-28	NA
LOC_Os11g32170	stripe rust resistance protein Yr10, putative, expressed	-0.800347446	5.9302e-4	Os11g0524601
LOC_Os11g32170	stripe rust resistance protein Yr10, putative, expressed	-0.800347446	5.9302e-4	Os11g0524400
LOC_Os11g32210	jacalin-like lectin domain containing protein, expressed	-0.802123708	2.18e-5	Os11g0524900
LOC_Os11g32260	lysosomal alpha-mannosidase precursor, putative, expressed	0.652182557	0.013050921	Os11g0525600
LOC_Os11g32290	3-5 exonuclease eri-1, putative, expressed	3.666088064	1.95e-11	Os11g0525900
LOC_Os11g32650	chalcone synthase, putative, expressed	3.010056409	5.26e-17	Os11g0530600
LOC_Os11g32750	hydrolase, NUDIX family, domain containing protein, expressed	1.447591403	3.69e-19	Os11g0531700
LOC_Os11g33120	respiratory burst oxidase, putative, expressed	0.860802508	6.46e-5	Os11g0537400
LOC_Os11g33180	OsFBL56 - F-box domain and LRR containing protein, expressed	-1.362526957	0.030701434	Os11g0538300
LOC_Os11g33270	glycosyl hydrolases family 16, putative, expressed	-0.946724716	0.018720385	Os11g0539200
LOC_Os11g33394	plant protein of unknown function domain containing protein, expressed	-2.918377864	1.7e-6	Os11g0540600
LOC_Os11g34020	protein binding protein, putative, expressed	1.637299976	1.06e-8	Os11g0542100
LOC_Os11g34080	expressed protein	1.118606126	1.68e-5	Os11g0543100
LOC_Os11g34210	aspartyl/glutamyl-tRNA amidotransferase subunit B, putative, expressed	0.706118449	0.013604148	Os11g0544800
LOC_Os11g34364	armadillo/beta-catenin-like repeat containing protein, expressed	-0.719372458	0.043213092	Os11g0546200
LOC_Os11g34624	TKL_IRAK_DUF26-lc.29 - DUF26 kinases have homology to DUF26 containing loci, expressed	1.549246153	0.009280695	Os11g0549300
LOC_Os11g34660	LTPL98 - Protease inhibitor/seed storage/LTP family protein precursor, expressed	1.830957385	0.002214525	NA
LOC_Os11g34710	Ser/Thr protein phosphatase family protein, putative, expressed	2.299072689	1.08e-14	Os11g0549615
LOC_Os11g34730	membrane associated DUF588 domain containing protein, putative, expressed	9.611568764	1.04e-265	Os11g0549625
LOC_Os11g34830	ABC1 family domain containing protein, putative, expressed	1.338394154	0.01641896	Os11g0549686
LOC_Os11g34960	expressed protein	-1.200858941	0.039314088	NA
LOC_Os11g35080	expressed protein	0.858575243	0.025251208	Os11g0552500
LOC_Os11g35120	OsWAK116 - OsWAK receptor-like cytoplasmic kinase OsWAK-RLCK, expressed	3.078040944	2.85633e-4	Os11g0553500
LOC_Os11g35260	OsWAK118 - OsWAK receptor-like cytoplasmic kinase OsWAK-RLCK	-5.051878535	0.048041794	NA
LOC_Os11g35350	expressed protein	-1.350013839	2.86e-12	Os11g0557800
LOC_Os11g35400	AMP-binding enzyme, putative, expressed	1.842785408	1.46172e-4	Os11g0558300
LOC_Os11g35580	disease resistance protein RPM1, putative, expressed	3.700227395	3.10483e-4	NA
LOC_Os11g35750	expressed protein	2.550461532	0.042584433	NA
LOC_Os11g35930	chalcone synthase, putative, expressed	-1.504235582	6.53e-15	Os11g0566800
LOC_Os11g35940	transposon protein, putative, CACTA, En/Spm sub-class, expressed	-1.859074785	8.95e-6	NA
LOC_Os11g36160	receptor-like protein kinase 2 precursor, putative, expressed	-0.765526768	0.006460992	Os11g0569600
LOC_Os11g36200	receptor-like protein kinase 2 precursor, putative, expressed	1.726843323	6.38e-16	Os11g0570000
LOC_Os11g36400	expressed protein	0.610924639	0.001580881	Os11g0572200
LOC_Os11g36440	amine oxidase, flavin-containing, domain containing protein, expressed	1.655467258	2.93e-15	Os11g0572700
LOC_Os11g36740	DUF593 domain containing protein, expressed	-1.08346437	2.5e-8	Os11g0575900
LOC_Os11g37090	pumilio-family RNA binding repeat domain containing protein, expressed	2.051681487	1.67e-5	Os11g0579900
LOC_Os11g37210	MTN26L5 - MtN26 family protein precursor, expressed	2.689432367	1.2e-10	Os11g0582000
LOC_Os11g37520	BTBT3 - Bric-a-Brac, Tramtrack, Broad Complex BTB domain with tetratricopeptide repeats, expressed	1.124032788	1.89e-6	Os11g0585900
LOC_Os11g37550	OsCML6 - Calmodulin-related calcium sensor protein, expressed	-2.000548009	7.69e-5	Os11g0586200
LOC_Os11g37560	expressed protein	-0.585095027	0.034717617	Os11g0586300
LOC_Os11g37670	expressed protein	-1.591185482	5.18151e-4	Os11g0587300
LOC_Os11g37690	TBC domain containing protein, expressed	0.586763816	0.017209229	Os11g0587500
LOC_Os11g37759	stripe rust resistance protein Yr10, putative, expressed	-0.686073357	0.004033029	Os11g0588600
LOC_Os11g37870	stripe rust resistance protein Yr10, putative, expressed	-0.742797578	4.74813e-4	Os11g0590900
LOC_Os11g37880	stripe rust resistance protein Yr10, putative, expressed	0.935567497	1.66e-6	Os11g0591000
LOC_Os11g37920	DJ-1 family protein, putative, expressed	-0.890608285	0.023977363	Os11g0591550
LOC_Os11g37960	WIP4 - Wound-induced protein precursor, expressed	-0.587176944	0.011368491	Os11g0592100
LOC_Os11g37970	WIP5 - Wound-induced protein precursor, expressed	1.461419663	3.1e-18	Os11g0592200
LOC_Os11g37980	GAUT2/LGT2, putative, expressed	0.691427825	0.025357551	Os11g0592300
LOC_Os11g38010	targeting protein for Xklp2, putative, expressed	-0.764641954	0.004319946	Os11g0592600
LOC_Os11g38210	DUF538 domain containing protein, putative, expressed	5.346571908	8.5e-40	Os11g0594700
LOC_Os11g38220	DUF538 domain containing protein, putative, expressed	6.985360651	3.52e-31	Os11g0594800
LOC_Os11g38240	DUF538 domain containing protein, putative, expressed	6.391901638	1.3e-56	Os11g0595000
LOC_Os11g38330	ZOS11-06 - C2H2 zinc finger protein, expressed	-0.603199538	0.002086922	Os11g0596200
LOC_Os11g38330	ZOS11-06 - C2H2 zinc finger protein, expressed	-0.603199538	0.002086922	Os11g0596250
LOC_Os11g38440	expressed protein	1.892443029	1.71e-5	Os11g0597400
LOC_Os11g38480	NBS-LRR type disease resistance protein, putative, expressed	-1.951669737	8.78e-6	Os11g0597700
LOC_Os11g38800	zinc finger family protein, putative, expressed	1.058564444	7.59e-6	Os11g0600700
LOC_Os11g38870	helix-loop-helix DNA-binding domain containing protein, expressed	0.761890642	4.94e-5	Os11g0601650
LOC_Os11g38870	helix-loop-helix DNA-binding domain containing protein, expressed	0.761890642	4.94e-5	Os11g0601700
LOC_Os11g38980	F-box/Kelch-repeat protein, putative, expressed	0.863206988	2.33e-6	Os11g0602800
LOC_Os11g39010	expressed protein	2.166684625	1.51e-10	Os11g0603100
LOC_Os11g39030	RNA recognition motif containing protein, putative, expressed	-1.124877276	0.011111966	NA
LOC_Os11g39050	expressed protein	2.145033092	0.037097823	NA
LOC_Os11g39120	expressed protein	-0.80056079	0.03311866	Os11g0604500
LOC_Os11g39190	NB-ARC domain containing protein, putative, expressed	-0.846897379	9.82e-5	Os11g0605100
LOC_Os11g39420	jacalin-like lectin domain containing protein, expressed	3.439226453	4.68e-13	Os11g0607900
LOC_Os11g39450	cysteine-rich receptor-like protein kinase 7 precursor, putative, expressed	4.109889745	2.68e-12	Os11g0608300
LOC_Os11g39530	jacalin-like lectin domain containing protein, expressed	-1.079817406	3.08e-7	Os11g0609500
LOC_Os11g39540	14-3-3 protein, putative, expressed	-0.633579493	0.007134219	Os11g0609600
LOC_Os11g39990	patatin, putative, expressed	0.708452994	0.00251331	Os11g0614400
LOC_Os11g40030	cyclin-dependent kinase inhibitor, putative, expressed	-1.455503432	5.75378e-4	Os11g0614800
LOC_Os11g40370	protein kinase family protein, putative, expressed	3.119509338	1.02e-12	Os11g0618300
LOC_Os11g40630	expressed protein	1.120903951	0.049530009	NA
LOC_Os11g40690	dehydrogenase, putative, expressed	3.610992885	5.07e-61	Os11g0622800
LOC_Os11g40780	disease resistance protein, putative, expressed	-1.539088164	1.22e-6	Os11g0623800
LOC_Os11g40890	expressed protein	1.805305557	1.40558e-4	NA
LOC_Os11g41150	nitrilase-associated protein, putative, expressed	-0.869410231	6.88e-6	Os11g0629400
LOC_Os11g41365	expressed protein	1.40376703	3.19196e-4	Os11g0631825
LOC_Os11g41550	expressed protein	-1.249750778	0.003056541	NA
LOC_Os11g41870	transporter family protein, putative, expressed	-1.167705703	0.01492684	NA
LOC_Os11g42290	transferase family protein, putative, expressed	5.03442228	2.4e-35	Os11g0642400
LOC_Os11g42370	transferase family protein, putative, expressed	4.19494458	2.45e-21	Os11g0643100
LOC_Os11g42390	OsSCP64 - Putative Serine Carboxypeptidase homologue, expressed	-1.349093082	0.01928265	Os11g0643400
LOC_Os11g42989	exo70 exocyst complex subunit, putative, expressed	3.395910732	5.69e-17	Os11g0649900
LOC_Os11g43200	tropinone reductase 2, putative, expressed	3.10146614	1.64e-11	Os11g0652900
LOC_Os11g43360	tropinone reductase 2, putative, expressed	3.508817219	1.2e-13	Os11g0654400
LOC_Os11g43990	expressed protein	3.934748156	1.62e-16	Os11g0661800
LOC_Os11g44170	calmodulin binding protein, putative, expressed	0.756393575	2.94834e-4	Os11g0663100
LOC_Os11g44200	hypothetical protein	0.904026226	0.040237748	NA
LOC_Os11g44250	protein kinase, putative, expressed	-1.140807124	1.87e-7	Os11g0664000
LOC_Os11g44310	calmodulin binding protein, putative, expressed	1.432972455	7.9e-10	Os11g0664500
LOC_Os11g44340	calmodulin binding protein, putative, expressed	2.037416915	9.14e-6	Os11g0664800
LOC_Os11g44380	expressed protein	0.598606165	0.026889699	Os11g0665600
LOC_Os11g44415	expressed protein	-1.25212702	0.015436622	Os11g0665950
LOC_Os11g44430	protein kinase, putative, expressed	1.993111335	2.62e-18	Os11g0666200
LOC_Os11g44510	expressed protein	-1.366980026	0.002591815	Os11g0667100
LOC_Os11g44580	go35 NBS-LRR, putative, expressed	-0.972839717	7.84e-8	Os11g0668100
LOC_Os11g44600	calmodulin binding protein, putative, expressed	1.513111989	1.65e-19	Os11g0668300
LOC_Os11g44680	calmodulin binding protein, putative, expressed	1.825854992	2.24e-16	Os11g0669100
LOC_Os11g44700	calmodulin binding protein, putative, expressed	1.370102476	0.005854099	Os11g0669300
LOC_Os11g44800	expressed protein	-2.180277315	7.03e-27	Os11g0670900
LOC_Os11g44810	auxin-repressed protein, putative, expressed	-0.593156071	8.73e-5	Os11g0671000
LOC_Os11g44820	expressed protein	3.812890653	0.017666663	Os11g0671200
LOC_Os11g44860	cysteine-rich receptor-like protein kinase 28 precursor, putative, expressed	0.96007507	2.52667e-4	Os11g0671950
LOC_Os11g44860	cysteine-rich receptor-like protein kinase 28 precursor, putative, expressed	0.96007507	2.52667e-4	Os11g0672200
LOC_Os11g44870	expressed protein	0.591207629	0.013704941	Os11g0672300
LOC_Os11g44960	NBS-LRR disease resistance protein, putative, expressed	-1.276031774	0.004613534	Os11g0673600
LOC_Os11g45210	expressed protein	2.30428822	2.02e-11	Os11g0677200
LOC_Os11g45380	zinc finger family protein, putative, expressed	7.774687086	3.44e-8	Os11g0679000
LOC_Os11g45400	glycerol-3-phosphate acyltransferase, putative, expressed	2.218428525	3.4e-5	Os11g0679700
LOC_Os11g45740	MYB family transcription factor, putative, expressed	1.358029945	8.19e-17	Os11g0684000
LOC_Os11g45920	WRKY63, expressed	-0.585709668	0.001167727	Os11g0686250
LOC_Os11g45990	von Willebrand factor type A domain containing protein, putative, expressed	4.004967313	1.31e-24	Os11g0687100
LOC_Os11g46000	von Willebrand factor type A domain containing protein, putative, expressed	3.667839796	1.05e-11	Os11g0687200
LOC_Os11g46070	MLA10, putative, expressed	-0.629013292	0.01215448	Os11g0687800
LOC_Os11g47110	OsWAK121 - OsWAK receptor-like protein kinase, expressed	-2.764783541	4.71e-6	Os11g0693700
LOC_Os11g47150	OsWAK122 - OsWAK receptor-like protein kinase, expressed	-1.33755872	0.013140566	NA
LOC_Os11g47269	DEFL44 - Defensin and Defensin-like DEFL family, expressed	-0.780386102	0.006460828	NA
LOC_Os11g47390	laccase precursor protein, putative, expressed	1.760201943	5.44e-5	Os11g0696900
LOC_Os11g47460	MYB family transcription factor, putative, expressed	-1.500162071	3.35e-14	Os11g0700500
LOC_Os11g47500	glycosyl hydrolase, putative, expressed	-3.507153	0.002473654	Os11g0700900
LOC_Os11g47530	glycosyl hydrolase, putative, expressed	2.762760369	6.5e-19	Os11g0701200
LOC_Os11g47600	glycosyl hydrolase, putative, expressed	1.205752822	0.024887955	Os11g0702100
LOC_Os11g47670	thaumatin family domain containing protein, expressed	-1.233302179	0.007159868	Os11g0703000
LOC_Os11g47690	zinc finger, C3HC4 type domain containing protein, expressed	4.474661138	9.03e-31	NA
LOC_Os11g47700	zinc finger, C3HC4 type domain containing protein, expressed	6.922656484	0.002084321	Os11g0703300
LOC_Os11g47710	SNF7 domain containing protein, putative, expressed	0.585288214	0.029779863	Os11g0703400
LOC_Os11g47730	expressed protein	-0.630453747	0.004213637	Os11g0703600
LOC_Os11g47840	OsRhmbd18 - Putative Rhomboid homologue, expressed	0.824358308	1.51249e-4	Os11g0704800
LOC_Os11g47910	SCARECROW, putative, expressed	4.676722998	1.34e-43	NA
LOC_Os11g47920	SCARECROW, putative, expressed	5.885745553	9.46e-60	Os11g0706200
LOC_Os11g47944	thaumatin, putative, expressed	-1.755425271	0.001877688	Os11g0706600
LOC_Os11g47970	AAA-type ATPase family protein, putative, expressed	1.392022017	2.63e-9	Os11g0707000
LOC_Os11g48070	GDSL-like lipase/acylhydrolase, putative, expressed	1.119901635	8.01e-10	Os11g0708400
LOC_Os11g48110	phenylalanine ammonia-lyase, putative, expressed	6.752809188	9.42e-52	Os11g0708900
LOC_Os12g01020	expressed protein	1.274250396	0.005812304	Os12g0100200
LOC_Os12g01030	monoglyceride lipase, putative, expressed	1.19799222	2.7939e-4	Os12g0100500
LOC_Os12g01040	exo70 exocyst complex subunit domain containing protein, expressed	3.967640261	1.54e-36	Os12g0100700
LOC_Os12g01140	AGC_PVPK_like_kin82y.2 - ACG kinases include homologs to PKA, PKG and PKC, expressed	-0.602061335	0.022865447	Os12g0101800
LOC_Os12g01360	expressed protein	-0.848218336	5.31e-5	Os12g0104300
LOC_Os12g01400	OsCML26 - Calmodulin-related calcium sensor protein, expressed	3.693503132	9.9e-12	Os12g0104900
LOC_Os12g01410	expressed protein	3.32802461	2.15268e-4	NA
LOC_Os12g01540	expressed protein	1.423982181	0.001645957	Os12g0106100
LOC_Os12g01550	DUF260 domain containing protein, putative, expressed	1.355690643	3.11e-5	Os12g0106200
LOC_Os12g01590	expressed protein	-0.714906871	6.95331e-4	Os12g0106700
LOC_Os12g01590	expressed protein	-0.714906871	6.95331e-4	Os12g0106801
LOC_Os12g01890	SAG20, putative, expressed	6.490261527	9.55e-11	Os12g0109633
LOC_Os12g02020	expressed protein	1.103347024	0.044884427	Os12g0111400
LOC_Os12g02080	peroxidase precursor, putative, expressed	0.746002656	8.00151e-4	Os12g0112000
LOC_Os12g02240	expressed protein	2.884589161	2.49e-7	Os12g0114000
LOC_Os12g02250	STE_PAK_Ste20_Slob_Wnk.3 - STE kinases include homologs to sterile 7, sterile 11 and sterile 20 from yeast, expressed	-0.903037414	9.6e-6	Os12g0114100
LOC_Os12g02310	LTPL11 - Protease inhibitor/seed storage/LTP family protein precursor, expressed	2.727768429	2.42e-9	Os12g0115000
LOC_Os12g02310	LTPL11 - Protease inhibitor/seed storage/LTP family protein precursor, expressed	2.727768429	2.42e-9	Os12g0115050
LOC_Os12g02400	WRKY114, expressed	2.994009966	1.12e-8	NA
LOC_Os12g02420	WRKY97, expressed	0.692850579	0.001452382	Os12g0116400
LOC_Os12g02450	WRKY64, expressed	2.995651208	7.23e-9	Os12g0116700
LOC_Os12g02490	expressed protein	-0.621963279	7.57671e-4	Os12g0116900
LOC_Os12g02630	cytochrome P450 72A1, putative, expressed	0.932470276	0.021343942	Os12g0118900
LOC_Os12g02810	protein kinase domain containing protein, expressed	-0.609376565	0.001768969	Os12g0121100
LOC_Os12g02830	SNF7 domain containing protein, putative, expressed	-0.88106499	5.69e-5	Os12g0121400
LOC_Os12g02880	E2F-related protein, putative, expressed	0.928483753	0.014546697	Os12g0122100
LOC_Os12g03050	no apical meristem protein, putative, expressed	1.442589051	5.52e-7	Os12g0123800
LOC_Os12g03070	FHA domain containing protein, putative, expressed	2.11610666	0.004573877	Os12g0124000
LOC_Os12g03110	ZF-HD protein dimerisation region containing protein, expressed	-0.99490249	0.027393946	Os12g0124500
LOC_Os12g03250	retrotransposon protein, putative, unclassified, expressed	-0.993343835	0.047251865	NA
LOC_Os12g03260	MATE efflux family protein, putative, expressed	0.902488826	1.71e-6	Os12g0126000
LOC_Os12g03330	hypothetical protein	-2.828519832	6.52243e-4	NA
LOC_Os12g03370	harpin-induced protein 1 domain containing protein, expressed	2.053632464	2.88e-15	Os12g0127200
LOC_Os12g03690	D-mannose binding lectin family protein, expressed	-3.423601898	3.68e-5	Os12g0130800
LOC_Os12g03700	expressed protein	-1.536084104	0.0054894	Os12g0130900
LOC_Os12g03720	glucosamine--fructose-6-phosphate aminotransferase 1, putative, expressed	1.841321169	4.55e-18	Os12g0131100
LOC_Os12g03720	glucosamine--fructose-6-phosphate aminotransferase 1, putative, expressed	1.841321169	4.55e-18	Os12g0131150
LOC_Os12g03730	zinc finger DHHC domain-containing protein, putative, expressed	3.427930014	1.66e-14	Os12g0131200
LOC_Os12g03730	zinc finger DHHC domain-containing protein, putative, expressed	3.427930014	1.66e-14	Os12g0131300
LOC_Os12g03740	OsFBX438 - F-box domain containing protein, expressed	1.527062754	1.48e-13	Os12g0131400
LOC_Os12g03899	major facilitator superfamily antiporter, putative, expressed	1.563016988	3.09e-14	Os12g0133100
LOC_Os12g04020	hydroxymethylglutaryl-CoA lyase, putative, expressed	0.736264434	2.59e-5	Os12g0134000
LOC_Os12g04110	pentatricopeptide, putative, expressed	1.229398054	1.8599e-4	Os12g0135000
LOC_Os12g04110	pentatricopeptide, putative, expressed	1.229398054	1.8599e-4	Os12g0135051
LOC_Os12g04150	alpha/beta hydrolase fold, putative, expressed	1.129099666	0.047193678	Os12g0135800
LOC_Os12g04150	alpha/beta hydrolase fold, putative, expressed	1.129099666	0.047193678	Os12g0135850
LOC_Os12g04200	GRAS family transcription factor containing protein, expressed	10.52149618	1.07e-68	NA
LOC_Os12g04240	peflin, putative, expressed	1.137747433	7.62e-7	Os12g0137100
LOC_Os12g04320	sulfotransferase domain containing protein, expressed	-1.625372374	2.4e-18	Os12g0137700
LOC_Os12g04350	sulfotransferase domain containing protein, expressed	-2.999464644	2.96e-7	NA
LOC_Os12g04370	GRAS family transcription factor containing protein, expressed	3.765820681	4.97e-28	Os12g0138100
LOC_Os12g04370	GRAS family transcription factor containing protein, expressed	3.765820681	4.97e-28	Os12g0138166
LOC_Os12g04380	GRAS family transcription factor containing protein, expressed	8.447149019	3.49e-14	Os12g0138200
LOC_Os12g04500	response regulator receiver domain containing protein, expressed	-1.155968681	2.57e-8	Os12g0139400
LOC_Os12g04540	expressed protein	7.738079904	1.24e-6	Os12g0139800
LOC_Os12g04570	expressed protein	-1.373422341	0.002379776	Os12g0140000
LOC_Os12g04690	embryogenesis transmembrane protein, putative, expressed	3.087003166	1.62e-11	Os12g0141000
LOC_Os12g04980	DNA repair protein Rad51, putative, expressed	0.86002581	0.047362307	Os12g0143800
LOC_Os12g04990	acyl-CoA synthetase protein, putative, expressed	0.605866786	0.015470649	Os12g0143900
LOC_Os12g05080	PMR5, putative, expressed	-0.731898726	0.00048039000000000003	Os12g0145400
LOC_Os12g05180	avr9/Cf-9 rapidly elicited protein, putative, expressed	3.289349731	6.49e-13	Os12g0146500
LOC_Os12g05260	phytosulfokines precursor, putative, expressed	1.828178281	1.64e-25	Os12g0147800
LOC_Os12g05330	protein of unknown function containing protein, expressed	1.909846638	3.39865e-4	Os12g0148700
LOC_Os12g05440	cytochrome P450, putative, expressed	5.619024286	2.05e-168	Os12g0150200
LOC_Os12g05510	expressed protein	1.99362618	0.004349041	Os12g0150700
LOC_Os12g05540	Ser/Thr protein phosphatase family protein, putative, expressed	-0.72991275	0.031362258	Os12g0151000
LOC_Os12g05580	expressed protein	-0.80472692	0.04407205	Os12g0151750
LOC_Os12g05680	transcription factor, putative, expressed	-0.739347958	0.002844958	Os12g0152900
LOC_Os12g05690	expressed protein	1.186392607	0.031264499	Os12g0153200
LOC_Os12g05770	expressed protein	-0.976312538	0.022183051	Os12g0153900
LOC_Os12g05840	Cupin domain containing protein, expressed	3.635322701	6.62e-95	Os12g0154700
LOC_Os12g05860	Cupin domain containing protein, expressed	4.848759079	2.58e-59	Os12g0154800
LOC_Os12g05870	Cupin domain containing protein, expressed	3.642422642	1.87e-80	Os12g0154900
LOC_Os12g05880	Cupin domain containing protein, expressed	2.653516235	1.36e-21	Os12g0155000
LOC_Os12g06160	DUF623 domain containing protein, expressed	-2.087522049	8.84e-7	Os12g0158400
LOC_Os12g06220	harpin-induced protein 1 domain containing protein, expressed	1.429625285	1.07e-11	Os12g0159000
LOC_Os12g06250	expressed protein	-0.730933385	3.49136e-4	Os12g0159500
LOC_Os12g06330	CPuORF6 - conserved peptide uORF-containing transcript, expressed	-0.927609005	6.04e-5	Os12g0160400
LOC_Os12g06780	expressed protein	2.433853575	5.11e-9	Os12g0164600
LOC_Os12g06820	PE repeat family protein, putative, expressed	-1.190783345	0.00194333	Os12g0165200
LOC_Os12g06830	citrate-binding protein precursor, putative, expressed	4.012207937	0.018256004	Os12g0165400
LOC_Os12g06840	ATEXO70C2, putative, expressed	-2.761248886	2.53e-12	Os12g0165600
LOC_Os12g06850	transcription elongation factor protein, putative, expressed	-0.601866975	0.021448533	Os12g0165700
LOC_Os12g06900	citrate-binding protein precursor, putative, expressed	9.410902488	2.89e-174	Os12g0166300
LOC_Os12g07030	expressed protein	2.779906843	2.93e-15	Os12g0168100
LOC_Os12g07120	GATA zinc finger domain containing protein, expressed	-1.2183056	0.003646571	Os12g0168800
LOC_Os12g07190	CBS domain-containing protein, putative, expressed	0.632499756	7.56645e-4	Os12g0169400
LOC_Os12g07310	citrate-binding protein precursor, putative, expressed	3.611876917	1.05e-39	Os12g0170800
LOC_Os12g07440	expressed protein	1.089035188	0.002393537	Os12g0172400
LOC_Os12g07480	TCP family transcription factor, putative, expressed	-1.010209075	0.017087952	Os12g0173300
LOC_Os12g07540	growth regulator related protein, putative, expressed	1.199975031	4.45e-13	Os12g0174100
LOC_Os12g07550	expressed protein	1.775062106	8.37637e-4	Os12g0174200
LOC_Os12g07590	Protein-tyrosine phosphatase domain containing protein, expressed	0.930637907	9.15e-7	Os12g0174800
LOC_Os12g07630	transposon protein, putative, CACTA, En/Spm sub-class, expressed	0.93608604	0.032844956	NA
LOC_Os12g07640	MYB family transcription factor, putative, expressed	-1.025503626	5.23596e-4	Os12g0175400
LOC_Os12g07840	dehydration response related protein, putative, expressed	-3.247902758	5.76e-6	Os12g0178250
LOC_Os12g07840	dehydration response related protein, putative, expressed	-3.247902758	5.76e-6	Os12g0178300
LOC_Os12g08030	expressed protein	0.818553529	0.03034546	Os12g0180900
LOC_Os12g08050	nodulation receptor kinase precursor, putative, expressed	1.128682648	0.002686443	Os12g0181200
LOC_Os12g08090	amino acid transporter, putative, expressed	2.847785069	1.85e-53	Os12g0181500
LOC_Os12g08130	amino acid transporter, putative, expressed	4.595281	4.36e-75	Os12g0181600
LOC_Os12g08170	2-oxo acid dehydrogenases acyltransferase domain containing protein, expressed	1.688923916	2.85e-22	Os12g0182200
LOC_Os12g08360	expressed protein	-1.031830178	0.001089311	Os12g0184400
LOC_Os12g08670	C2 domain containing protein, expressed	-0.7400349	2.44e-5	Os12g0187500
LOC_Os12g08730	thioredoxin, putative, expressed	-0.682542068	7.87981e-4	Os12g0188700
LOC_Os12g09010	expressed protein	6.751346658	0.00371133	NA
LOC_Os12g09089	protein kinase PKN/PRK1, effector, putative, expressed	2.8229906320000002	7.5e-41	Os12g0193100
LOC_Os12g09300	amino acid transporter, putative, expressed	-0.793929192	2.07e-5	Os12g0194900
LOC_Os12g09455	expressed protein	-1.070504511	0.007746691	Os12g0196300
LOC_Os12g09584	expressed protein	-0.826827135	3.32e-6	Os12g0197600
LOC_Os12g09640	protein phosphatase 2C, putative, expressed	3.928152844	1.08e-15	Os12g0198200
LOC_Os12g09710	NBS-LRR disease resistance protein, putative, expressed	-2.747617136	2.09733e-4	Os12g0198900
LOC_Os12g09739	pollen signalling protein with adenylyl cyclase activity, putative, expressed	0.670488004	2.23267e-4	Os12g0199100
LOC_Os12g09790	cytochrome P450, putative, expressed	4.024478452	7.66e-8	Os12g0199800
LOC_Os12g10140	O-methyltransferase, putative, expressed	1.654453034	0.001362914	Os12g0202700
LOC_Os12g10190	transposon protein, putative, unclassified, expressed	-0.6334318	0.011458889	Os12g0203000
LOC_Os12g10280	aquaporin protein, putative, expressed	-0.892244409	5.4e-6	Os12g0204100
LOC_Os12g10320	plant-specific domain TIGR01627 family protein, expressed	-1.016440672	3.53e-9	Os12g0204500
LOC_Os12g10340	NBS-LRR type resistance protein, putative, expressed	0.972001334	2.19e-6	Os12g0204800
LOC_Os12g11370	verticillium wilt disease resistance protein, putative, expressed	2.186095132	1.96e-5	Os12g0215950
LOC_Os12g11420	expressed protein	2.275487457	5.63e-10	NA
LOC_Os12g11500	resistance protein SlVe1 precursor, putative, expressed	2.105973517	0.017492536	Os12g0217400
LOC_Os12g11550	hypothetical protein	1.974371307	1.90718e-4	Os12g0217800
LOC_Os12g11660	RALFL45 - Rapid ALkalinization Factor RALF family protein precursor, expressed	-0.713215549	2.42664e-4	Os12g0218300
LOC_Os12g11840	hypothetical protein	5.882649903	1.63e-24	NA
LOC_Os12g11930	disease resistance protein SlVe2 precursor, putative, expressed	2.838165154	8.11e-13	Os12g0220900
LOC_Os12g11980	expressed protein	1.678186419	0.002354334	Os12g0221400
LOC_Os12g11990	expressed protein	1.938382161	4.18855e-4	NA
LOC_Os12g12090	expressed protein	1.52888073	0.013277562	Os12g0222300
LOC_Os12g12260	diacylglycerol kinase 1, putative, expressed	1.788311959	1.23e-18	Os12g0224000
